기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
하나손해보험,230,131,A,"손해보험업 기업, 기타법인, 서울특별시 종로구 소재, 직원 0명.",손해보험업,기타법인,"서울특별시 종로구 창경궁로 117 (인의동, 하나손해보험빌딩)",0,,393,294,204,283,0.8,293.5,235,4,교육자립지원(8) / 기초생계지원(6) / 문화정보격차해소(4),자립·자활을 위한 자산형성지원사업 / K리그 통합축구활성화 및 친환경리그 지원사업 / 해외청소년 한국어 교육 연수지원사업,22,9,40.90%,교육격차·취약계층 / 멘토링·학습관리 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,해외청소년 한국어 교육 연수지원사업 / 소외계층 청년세대를 위한 복합문화공간 지원사업 : HANA SHARING / 지역아동센터 아동/청소년의 미래를 위한 환경교육지원사업,"멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 14개 기업에 공통 표시됨(그룹 사업 가능성),http://www.educar.co.kr/,https://hanafn.com/esg/reporting/reprt.do,https://csrhub.chest.or.kr/contributors/private/230,"우선: 하나금융나눔재단 사업신청·문의 https://hana-nanum.com/?p=43&page=3&viewMode=add | 신청 안내 02-728-4092~5 / 재단 02-729-8934~7 | 접근: 기관회원 가입 후 사업신청, 전화는 접수 절차 확인용 | 기업 홈페이지: http://www.educar.co.kr/"
리만코리아,327,132,D,"화장품 제조업 기업, 기타법인, 대구광역시 동구 소재, 직원 0명.",화장품 제조업,기타법인,"대구광역시 동구 동대구로 503 2,3층 (신천동)",0,,367.8,216.9,303.1,283.2,78.3,292.8,249.9,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://riman.co.kr/,,https://csrhub.chest.or.kr/contributors/private/327,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://riman.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
효성티앤씨,61,133,D,"화학섬유 제조업 기업, 유가증권시장, 서울특별시 마포구 소재, 2025년 매출 약 7.7조원, 직원 2,532명.",화학섬유 제조업,유가증권시장,서울특별시 마포구 마포대로 119,"2,532","76,948.40",313.8,256.3,253.6,313.1,0,284.2,227.4,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hyosungtnc.com/,https://www.hyosungtnc.com/kr/sustainability/overview/report,https://csrhub.chest.or.kr/contributors/private/61,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hyosungtnc.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에스디바이오센서,1462,134,D,"전기식 진단 및 요법 기기 제조업 기업, 유가증권시장, 경기도 수원시 소재, 2025년 매출 약 7,106억원, 직원 656명.",전기식 진단 및 요법 기기 제조업,유가증권시장,"경기도 수원시 영통구 덕영대로1556번길 16 씨동 4층, 5층",656,"7,105.80",865.5,241.2,2,0,150.7,277.2,251.9,2,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://sdbiosensor.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1462,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://sdbiosensor.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한화,43,135,A,"화약 및 불꽃제품 제조업 기업, 유가증권시장, 서울특별시 중구 소재, 2025년 매출 약 74.8조원, 직원 3,264명.",화약 및 불꽃제품 제조업,유가증권시장,서울특별시 중구 청계천로 86 24층,"3,264","747,854.40",48.8,44.1,500.7,508,500,275.4,320.3,2,문화정보격차해소(3) / 주거안전지원(3) / 기초생계지원(2),시각장애인을 위한 점자달력 제작 / 아동청소년 문화예술 지원사업 ‘한화청소년오케스트라’ / 아이들의 건강한 교육환경 조성을 위한 초등학교 실내공기질 개선 및 환경 교육 지원사업 '맑은학교' (4차년도),9,4,44.40%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,아이들의 건강한 교육환경 조성을 위한 초등학교 실내공기질 개선 및 환경 교육 지원사업 '맑은학교' (4차년도) / 취약계층 국가유공자의 문화 격차 해소를 위한 <2025 한화 지속가능한 선상학교> / 자립준비청년의 안정적인 사회정착을 위한 자립정착금 지원사업,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 5개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hanwhacorp.co.kr/,https://www.hanwhacorp.co.kr/hanwha/sustainability/esg_archives.jsp,https://csrhub.chest.or.kr/contributors/private/43,우선: 한화그룹 사회공헌 https://www.hanwha.co.kr/sustainability/social/socialcontribution/introduction.do | 문화·예술교육: 한화문화재단 hculture@hanwha.com / https://www.hanwhafoundation.org/notice/location | 접근: 일반 교육사업은 계열사 대표·문의에서 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.hanwhacorp.co.kr/
신한다이아몬드공업,421,136,D,"금속 단조제품 제조업 기업, 기타법인, 인천광역시 남동구 소재, 직원 0명.",금속 단조제품 제조업,기타법인,인천광역시 남동구 남동동로 375 남동공단 36블록 10롯트(남촌동),0,,"1,035.00",35,0,0,0,267.5,214,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.shinhandia.co.kr/,http://www.shinhandia.co.kr/?page_id=12810,https://csrhub.chest.or.kr/contributors/private/421,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.shinhandia.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
E1,39,137,B,"기체 연료 및 관련제품 도매업 기업, 유가증권시장, 서울특별시 용산구 소재, 2025년 매출 약 10.4조원, 직원 334명.",기체 연료 및 관련제품 도매업,유가증권시장,서울특별시 용산구 한강대로 92 LS용산타워,334,"103,925.20",0,0,398,670,396,267,292.8,2,교육자립지원(1) / 기초생계지원(1) / 보건의료지원(1),"고독사 위험자의 건강한 여름,겨울나기 및 저소득층 돌봄 지원 / 소원 이루어 DREAM / 제2회 여수시민 장애인식개선 걷기행사' 함께 바꾸는 세상'",6,1,16.70%,교육격차·취약계층 / 진로·취업·자립 / 환경·안전·문화 교육,모니카의집 생활인들의 자립역량 강화를 위한 물품 지원사업,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산 / 주제형 교육 콘텐츠 개발, 강사·체험 운영, 성과측정",개별 귀속 여부는 원문 기준,http://www.e1.co.kr/,https://www.e1.co.kr/ko/sustainability/report,https://csrhub.chest.or.kr/contributors/private/39,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.e1.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한국주철관공업,1358,138,D,"주철관 제조업 기업, 유가증권시장, 부산광역시 사하구 소재, 2025년 매출 약 4,066억원, 직원 141명.",주철관 제조업,유가증권시장,부산광역시 사하구 을숙도대로 525,141,"4,066.20",280,242,100,442,0,266,212.8,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.kcip.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1358,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.kcip.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
비비안,1220,139,D,"속옷 및 잠옷 제조업 기업, 유가증권시장, 서울특별시 용산구 소재, 2025년 매출 약 2,224억원, 직원 199명.",속옷 및 잠옷 제조업,유가증권시장,서울특별시 용산구 서빙고로51길 52,199,"2,224.50",96.9,126.8,276,554.1,0,263.5,210.8,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.vivien.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1220,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.vivien.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
케이씨씨글라스,110,140,D,"판유리 및 판유리 가공품 제조업 기업, 유가증권시장, 서울특별시 서초구 소재, 2025년 매출 약 1.9조원, 직원 2,045명.",판유리 및 판유리 가공품 제조업,유가증권시장,서울특별시 서초구 강남대로 587(잠원동),"2,045","19,006.10",318.4,301.8,300.3,130.2,0,262.7,210.1,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.kccglass.co.kr/,https://www.kccglass.co.kr/esgManagement/about/report.do,https://csrhub.chest.or.kr/contributors/private/110,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.kccglass.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
코닝정밀소재,408,141,D,"산업용 유리 제조업 기업, 기타법인, 충청남도 아산시 소재, 2025년 매출 약 1.6조원, 직원 0명.",산업용 유리 제조업,기타법인,충청남도 아산시 탕정면 만전당길 30 코닝정밀소재,0,"16,496.30",219.6,221.6,309.4,286,30,259.1,213.3,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.corning.com/kr,https://www.corning.com/kr/ko/about-us/sustainability.html,https://csrhub.chest.or.kr/contributors/private/408,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.corning.com/kr | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
HL만도,93,142,C,"자동차 신품 부품 제조업 기업, 유가증권시장, 경기도 평택시 소재, 2025년 매출 약 9.5조원, 직원 3,828명.",자동차 신품 부품 제조업,유가증권시장,경기도 평택시 포승읍 하만호길 32,"3,828","94,548.10",163.7,220,235.8,412,20,257.9,210.3,4,심리정서지원(2) / 기초생계지원(1),2024 동절기 취약계층의 식생활 안정을 위한 김장김치 지원 / 2024 지니소원편지 사업 / 2024년 장애인가정 행복가정만들기사업,3,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.mando.com/,https://www.hlmando.com/ko/sustainability/sustainable-management.do,https://csrhub.chest.or.kr/contributors/private/93,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.mando.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
제룡전기,444,143,D,"전동기, 발전기 및 전기 변환장치 제조업 기업, 코스닥시장, 서울특별시 광진구 소재, 2025년 매출 약 2,240억원, 직원 380명.","전동기, 발전기 및 전기 변환장치 제조업",코스닥시장,서울특별시 광진구 아차산로 628,380,"2,240.20",80,430,280,230,0,255,204,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.cheryong.co.kr/,,https://csrhub.chest.or.kr/contributors/private/444,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.cheryong.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
우아한형제들,835,144,B,"응용 소프트웨어 개발 및 공급업 기업, 기타법인, 서울특별시 송파구 소재, 2025년 매출 약 5.3조원, 직원 0명.",응용 소프트웨어 개발 및 공급업,기타법인,서울특별시 송파구 위례성대로 2 (방이동) 장은빌딩,0,"52,659.60",100,200,510.6,200,150,252.7,232.1,4,교육자립지원(1),외식업주 자녀 장학사업,1,1,100.00%,진로·취업·자립 / 청소년·청년 교육,외식업주 자녀 장학사업,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.woowahan.com/,https://www.woowahan.com/sustainability/happiness,https://csrhub.chest.or.kr/contributors/private/835,우선: 배민아카데미 협력 제안 https://academy.baemin.com/partnership | 기본: 1600-2111 / 080-849-0987 / help@woowahan.com | 접근: 교육 프로그램은 제휴 폼에 제안서 첨부 | 기업 홈페이지: http://www.woowahan.com/
크래프톤,984,145,D,"게임 소프트웨어 개발 및 공급업 기업, 유가증권시장, 서울특별시 강남구 소재, 2025년 매출 약 3.3조원, 직원 2,118명.",게임 소프트웨어 개발 및 공급업,유가증권시장,서울특별시 강남구 테헤란로 231,"2,118","33,265.50",0,0,0,"1,000.00",0,250,200,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.krafton.com/,,https://csrhub.chest.or.kr/contributors/private/984,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.krafton.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한진,104,146,D,"기타 도로 화물 운송업 기업, 유가증권시장, 서울특별시 중구 소재, 2025년 매출 약 3.1조원, 직원 1,673명.",기타 도로 화물 운송업,유가증권시장,서울특별시 중구 남대문로 63 한진빌딩,"1,673","30,649.30",0,376.5,401.5,203.6,0,245.4,196.3,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hanjin.com/,https://www.hanjin.com/kor/CMS/Board/Board.do?mCode=MN153,https://csrhub.chest.or.kr/contributors/private/104,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hanjin.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
조흥,1531,147,D,"동물용 사료 및 조제식품 제조업 기업, 유가증권시장, 경기도 안산시 소재, 2025년 매출 약 4,882억원, 직원 533명.",동물용 사료 및 조제식품 제조업,유가증권시장,경기도 안산시 단원구 시화로 38 (성곡동),533,"4,882.50",0,2.7,968.1,6.9,0,244.4,195.5,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.choheung.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1531,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.choheung.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
인탑스,1466,148,D,"방송 및 무선 통신장비 제조업 기업, 코스닥시장, 경기도 안양시 소재, 2025년 매출 약 5,908억원, 직원 296명.",방송 및 무선 통신장비 제조업,코스닥시장,경기도 안양시 만안구 안양천서로 51,296,"5,907.80",254.8,236.8,218.3,253.2,0,240.8,192.6,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.intops.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1466,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.intops.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
LG디스플레이,13,149,B,"표시장치 제조업 기업, 유가증권시장, 서울특별시 영등포구 소재, 2025년 매출 약 25.8조원, 직원 24,430명.",표시장치 제조업,유가증권시장,서울특별시 영등포구 여의대로 128 LG트윈타워 (동관 12층),"24,430","258,100.80",703.1,76.4,108.5,66.7,2.6,238.7,191.5,3,문화정보격차해소(2) / 교육자립지원(1),2024 LG디스플레이 취약계층 꿈 지원프로젝트 'LGDream 성취 Project' / 2023 취약계층 꿈 지원프로젝트 'LGDream 성취 Project' / 취약계층 꿈 지원 프로젝트 ‘LGDream 성취 Project’,3,1,33.30%,교육격차·취약계층 / 청소년·청년 교육,2024 LG디스플레이 취약계층 꿈 지원프로젝트 'LGDream 성취 Project',"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.lgdisplay.com/,https://www.lgdisplay.com/kor/esg/csm/csm-report,https://csrhub.chest.or.kr/contributors/private/13,우선: LG재단 1:1 문의(첨부 가능) https://foundation.lg.or.kr/contact-us/ | 접근: LG복지재단·LG연암문화재단 중 사업 성격에 맞게 선택; 계열사 단독사업은 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.lgdisplay.com/
천재교육,1260,150,D,"교과서 및 학습 서적 출판업 기업, 기타법인, 서울특별시 금천구 소재, 직원 0명.",교과서 및 학습 서적 출판업,기타법인,서울특별시 금천구 가산로9길 54 (가산동),0,,209.2,229.5,227.5,287.6,0,238.5,190.8,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.chunjae.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1260,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.chunjae.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
유한양행,445,151,C,"의약품 제조업 기업, 유가증권시장, 서울특별시 동작구 소재, 2025년 매출 약 2.2조원, 직원 2,153명.",의약품 제조업,유가증권시장,서울특별시 동작구 노량진로 74,"2,153","21,866.40",254.1,230.9,239.2,228.1,0,238,190.4,4,주거안전지원(1),미호강/석화천/성암천 합류부 생물 서식지 개선을 통한 미호강 생물다양성 증진 사업 '미호강 생다프로젝트',1,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.yuhan.co.kr/,https://www.yuhan.co.kr/Csr/SustainabilityReport/,https://csrhub.chest.or.kr/contributors/private/445,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.yuhan.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에이치디현대인프라코어,62,152,B,"건설 및 채광용 기계장비 제조업 기업, 기타법인, 인천광역시 동구 소재, 2025년 매출 약 3.6조원, 직원 0명.",건설 및 채광용 기계장비 제조업,기타법인,인천광역시 동구 인중로 489(화수동),0,"35,845.90",37.8,335,257.5,305,0,233.8,187.1,3,교육자립지원(1) / 기초생계지원(1) / 보건의료지원(1),"HD현대인프라코어와 월드비전 이 함께하는 아동 꿈. 찾기 프로젝트 ""Dream School"" / 노인여가복지시설 및 대한노인회 난방비 지원사업 / 취약계층 어르신 건강한 여름나기 지원사업",5,1,20.00%,청소년·청년 교육,"HD현대인프라코어와 월드비전 이 함께하는 아동 꿈. 찾기 프로젝트 ""Dream School""","청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 4개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hd-infracore.com/,https://www.hd-infracore.com/kr/integrated,https://csrhub.chest.or.kr/contributors/private/62,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hd-infracore.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
오뚜기,91,153,D,"동물용 사료 및 조제식품 제조업 기업, 유가증권시장, 경기도 안양시 소재, 2025년 매출 약 3.7조원, 직원 3,388명.",동물용 사료 및 조제식품 제조업,유가증권시장,경기도 안양시 동안구 흥안대로 405,"3,388","36,745.50",151.6,144.7,125.8,489.6,5.6,227.9,183.5,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.otoki.com/,https://www.otoki.com/esg/management-report,https://csrhub.chest.or.kr/contributors/private/91,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.otoki.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
HS효성첨단소재,190,154,D,"화학섬유 제조업 기업, 유가증권시장, 서울특별시 마포구 소재, 2025년 매출 약 3.3조원, 직원 998명.",화학섬유 제조업,유가증권시장,서울특별시 마포구 마포대로 119 효성빌딩,998,"32,830.40",311.5,324.7,52.8,219.7,0,227.2,181.7,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hyosungadvancedmaterials.com/,https://sustainability.hshyosungadvancedmaterials.com/kr/report/sustainability,https://csrhub.chest.or.kr/contributors/private/190,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hyosungadvancedmaterials.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
롯데하이마트,178,155,A,"가전제품 소매업 기업, 유가증권시장, 서울특별시 강남구 소재, 2025년 매출 약 2.3조원, 직원 3,776명.",가전제품 소매업,유가증권시장,서울특별시 강남구 삼성로 156 롯데하이마트빌딩,"3,776","23,001.00",401.3,0.8,200.7,300,200,225.7,220.5,3,교육자립지원(2) / 주거안전지원(2) / 기초생계지원(1),아동 놀이 환경 개선을 위한 놀이공간 조성 사업: mom편한 놀이터 / 저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방',7,4,57.10%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방' / 사회문제 해결을 위한 ESG 기반 대학생 봉사활동 지원사업 ""밸유 for ESG""","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://company.himart.co.kr/,https://company.himart.co.kr/sustainability/ESGReport,https://csrhub.chest.or.kr/contributors/private/178,"우선: 롯데재단 이메일 scholarship@lotte.net / https://www.lottefoundation.or.kr/ | 접근: 청소년·교육·장학형은 재단 메일, 유통·지역사업은 해당 계열사 사회공헌 담당 연결 요청 | 기업 홈페이지: http://company.himart.co.kr/"
CJ프레시웨이,97,156,C,"가공식품 도매업 기업, 코스닥시장, 경기도 용인시 소재, 2025년 매출 약 3.5조원, 직원 8,225명.",가공식품 도매업,코스닥시장,경기도 용인시 기흥구 기곡로 32,"8,225","34,810.80",130.4,259.1,172.1,338.5,68.4,225,193.7,4,주거안전지원(2),"안전한 급식지원 서비스를 위한 노인복지관 주방위생 산업안전 솔루션 / 지역아동센터 식품산업 안전 맞춤형 컨설팅 지원사업 ""지역아동센터 프레시 파트너""",2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.cjfreshway.com/,https://www.cjfreshway.com/sustainability/reports.jsp,https://csrhub.chest.or.kr/contributors/private/97,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.cjfreshway.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에스케이이엔에스,144,157,A,"화력 발전업 기업, 기타법인, 서울특별시 종로구 소재.",화력 발전업,기타법인,서울특별시 종로구 종로 26,,,243,650,0,0,0,223.3,178.6,2,교육자립지원(2) / 문화정보격차해소(1) / 보건의료지원(1),치매노인 및 발달장애인 실종예방을 위한 배회감지기 보급지원 사업 '행복GPS' / 소아천식 지원사업 / 전국 발달장애인 음악활동 지원사업 「GREAT MUSIC FESTIVAL」,6,3,50.00%,교육격차·취약계층 / 디지털·AI 교육 / 청소년·청년 교육 / 환경·안전·문화 교육,"장애청소년 행복 AI 코딩 챌린지 대회 배분신청서 / 청소년 행복AI코딩스쿨 / 베트남 짜빈성 기후위기 대응과 지역구성원들의 기후환경의식 및 삶의 질 개선을 위한 교육 지원 및 맹그로브 조림사업 ""지구 온난화 대응을 위한 맹그로브 숲 복원사업""","AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.skens.com/,https://www.skens.com/sk/sustainability/list.do,https://csrhub.chest.or.kr/contributors/private/144,우선: 행복나눔재단 02-333-3963 / https://skhappiness.org/contact/ | 접근: 교육·사회혁신 제안은 재단 문의 후 실제 사업 귀속 계열사 담당 연결 요청 | 기업 홈페이지: http://www.skens.com/
HD현대마린솔루션,159,158,B,"엔지니어링 서비스업 기업, 유가증권시장, 경기도 성남시 소재, 2025년 매출 약 2.0조원, 직원 583명.",엔지니어링 서비스업,유가증권시장,경기도 성남시 분당구 분당수서로 477 경기도 성남시 분당구 분당수서로 477,583,"19,827.00",3,3,303,578,0,221.8,177.4,2,교육자립지원(1) / 기초생계지원(1) / 보건의료지원(1),"HD현대인프라코어와 월드비전 이 함께하는 아동 꿈. 찾기 프로젝트 ""Dream School"" / 노인여가복지시설 및 대한노인회 난방비 지원사업 / 취약계층 어르신 건강한 여름나기 지원사업",5,1,20.00%,청소년·청년 교육,"HD현대인프라코어와 월드비전 이 함께하는 아동 꿈. 찾기 프로젝트 ""Dream School""","청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 4개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hd-marinesolution.com/,https://www.hd-marinesolution.com/kor/CMS/Contents/Contents.do?mCode=MN112,https://csrhub.chest.or.kr/contributors/private/159,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hd-marinesolution.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
